Task_ID,Question_Content,Difficulty
2463,"There are some robots and factories on the X-axis. You are given an integer array robot where robot[i] is the position of the ith robot. You are also given a 2D integer array factory where factory[j] = [positionj, limitj] indicates that positionj is the position of the jth factory and that the jth factory can repair at most limitj robots.  The positions of each robot are unique. The positions of each factory are also unique. Note that a robot can be in the same position as a factory initially.  All the robots are initially broken; they keep moving in one direction. The direction could be the negative or the positive direction of the X-axis. When a robot reaches a factory that did not reach its limit, the factory repairs the robot, and it stops moving.  At any moment, you can set the initial direction of moving for some robot. Your target is to minimize the total distance traveled by all the robots.  Return the minimum total distance traveled by all the robots. The test cases are generated such that all the robots can be repaired.  Note that  All robots move at the same speed. If two robots move in the same direction, they will never collide. If two robots move in opposite directions and they meet at some point, they do not collide. They cross each other. If a robot passes by a factory that reached its limits, it crosses it as if it does not exist. If the robot moved from a position x to a position y, the distance it moved is |y - x|.    Example 1:   Input: robot = [0,4,6], factory = [[2,2],[6,2]] Output: 4 Explanation: As shown in the figure: - The first robot at position 0 moves in the positive direction. It will be repaired at the first factory. - The second robot at position 4 moves in the negative direction. It will be repaired at the first factory. - The third robot at position 6 will be repaired at the second factory. It does not need to move. The limit of the first factory is 2, and it fixed 2 robots. The limit of the second factory is 2, and it fixed 1 robot. The total distance is |2 - 0| + |2 - 4| + |6 - 6| = 4. It can be shown that we cannot achieve a better total distance than 4. Example 2:   Input: robot = [1,-1], factory = [[-2,1],[2,1]] Output: 2 Explanation: As shown in the figure: - The first robot at position 1 moves in the positive direction. It will be repaired at the second factory. - The second robot at position -1 moves in the negative direction. It will be repaired at the first factory. The limit of the first factory is 1, and it fixed 1 robot. The limit of the second factory is 1, and it fixed 1 robot. The total distance is |2 - 1| + |(-2) - (-1)| = 2. It can be shown that we cannot achieve a better total distance than 2.    Constraints:  1 <= robot.length, factory.length <= 100 factory[j].length == 2 -109 <= robot[i], positionj <= 109 0 <= limitj <= robot.length The input will be generated such that it is always possible to repair every robot.", Hard
2465,"You are given a 0-indexed integer array nums of even length.  As long as nums is not empty, you must repetitively:  Find the minimum number in nums and remove it. Find the maximum number in nums and remove it. Calculate the average of the two removed numbers. The average of two numbers a and b is (a + b) / 2.  For example, the average of 2 and 3 is (2 + 3) / 2 = 2.5. Return the number of distinct averages calculated using the above process.  Note that when there is a tie for a minimum or maximum number, any can be removed.     Example 1:  Input: nums = [4,1,4,0,3,5] Output: 2 Explanation: 1. Remove 0 and 5, and the average is (0 + 5) / 2 = 2.5. Now, nums = [4,1,4,3]. 2. Remove 1 and 4. The average is (1 + 4) / 2 = 2.5, and nums = [4,3]. 3. Remove 3 and 4, and the average is (3 + 4) / 2 = 3.5. Since there are 2 distinct numbers among 2.5, 2.5, and 3.5, we return 2. Example 2:  Input: nums = [1,100] Output: 1 Explanation: There is only one average to be calculated after removing 1 and 100, so we return 1.    Constraints:  2 <= nums.length <= 100 nums.length is even. 0 <= nums[i] <= 100", Easy
2466,"Given the integers zero, one, low, and high, we can construct a string by starting with an empty string, and then at each step perform either of the following:  Append the character '0' zero times. Append the character '1' one times. This can be performed any number of times.  A good string is a string constructed by the above process having a length between low and high (inclusive).  Return the number of different good strings that can be constructed satisfying these properties. Since the answer can be large, return it modulo 109 + 7.     Example 1:  Input: low = 3, high = 3, zero = 1, one = 1 Output: 8 Explanation:  One possible valid good string is ""011"".  It can be constructed as follows: "" -> ""0"" -> ""01"" -> ""011"".  All binary strings from ""000"" to ""111"" are good strings in this example. Example 2:  Input: low = 2, high = 3, zero = 1, one = 2 Output: 5 Explanation: The good strings are ""00"", ""11"", ""000"", ""110"", and ""011"".    Constraints:  1 <= low <= high <= 105 1 <= zero, one <= low", Medium
2467,"There is an undirected tree with n nodes labeled from 0 to n - 1, rooted at node 0. You are given a 2D integer array edges of length n - 1 where edges[i] = [ai, bi] indicates that there is an edge between nodes ai and bi in the tree.  At every node i, there is a gate. You are also given an array of even integers amount, where amount[i] represents:  the price needed to open the gate at node i, if amount[i] is negative, or, the cash reward obtained on opening the gate at node i, otherwise. The game goes on as follows:  Initially, Alice is at node 0 and Bob is at node bob. At every second, Alice and Bob each move to an adjacent node. Alice moves towards some leaf node, while Bob moves towards node 0. For every node along their path, Alice and Bob either spend money to open the gate at that node, or accept the reward. Note that: If the gate is already open, no price will be required, nor will there be any cash reward. If Alice and Bob reach the node simultaneously, they share the price/reward for opening the gate there. In other words, if the price to open the gate is c, then both Alice and Bob pay c / 2 each. Similarly, if the reward at the gate is c, both of them receive c / 2 each. If Alice reaches a leaf node, she stops moving. Similarly, if Bob reaches node 0, he stops moving. Note that these events are independent of each other. Return the maximum net income Alice can have if she travels towards the optimal leaf node.     Example 1:   Input: edges = [[0,1],[1,2],[1,3],[3,4]], bob = 3, amount = [-2,4,2,-4,6] Output: 6 Explanation:  The above diagram represents the given tree. The game goes as follows: - Alice is initially on node 0, Bob on node 3. They open the gates of their respective nodes.   Alice's net income is now -2. - Both Alice and Bob move to node 1.    Since they reach here simultaneously, they open the gate together and share the reward.   Alice's net income becomes -2 + (4 / 2) = 0. - Alice moves on to node 3. Since Bob already opened its gate, Alice's income remains unchanged.   Bob moves on to node 0, and stops moving. - Alice moves on to node 4 and opens the gate there. Her net income becomes 0 + 6 = 6. Now, neither Alice nor Bob can make any further moves, and the game ends. It is not possible for Alice to get a higher net income. Example 2:   Input: edges = [[0,1]], bob = 1, amount = [-7280,2350] Output: -7280 Explanation:  Alice follows the path 0->1 whereas Bob follows the path 1->0. Thus, Alice opens the gate at node 0 only. Hence, her net income is -7280.     Constraints:  2 <= n <= 105 edges.length == n - 1 edges[i].length == 2 0 <= ai, bi < n ai != bi edges represents a valid tree. 1 <= bob < n amount.length == n amount[i] is an even integer in the range [-104, 104].", Medium
2468,"You are given a string, message, and a positive integer, limit.  You must split message into one or more parts based on limit. Each resulting part should have the suffix ""<a/b>"", where ""b"" is to be replaced with the total number of parts and ""a"" is to be replaced with the index of the part, starting from 1 and going up to b. Additionally, the length of each resulting part (including its suffix) should be equal to limit, except for the last part whose length can be at most limit.  The resulting parts should be formed such that when their suffixes are removed and they are all concatenated in order, they should be equal to message. Also, the result should contain as few parts as possible.  Return the parts message would be split into as an array of strings. If it is impossible to split message as required, return an empty array.     Example 1:  Input: message = ""this is really a very awesome message"", limit = 9 Output: [""thi<1/14>"",""s i<2/14>"",""s r<3/14>"",""eal<4/14>"",""ly <5/14>"",""a v<6/14>"",""ery<7/14>"","" aw<8/14>"",""eso<9/14>"",""me<10/14>"","" m<11/14>"",""es<12/14>"",""sa<13/14>"",""ge<14/14>""] Explanation: The first 9 parts take 3 characters each from the beginning of message. The next 5 parts take 2 characters each to finish splitting message.  In this example, each part, including the last, has length 9.  It can be shown it is not possible to split message into less than 14 parts. Example 2:  Input: message = ""short message"", limit = 15 Output: [""short mess<1/2>"",""age<2/2>""] Explanation: Under the given constraints, the string can be split into two parts:  - The first part comprises of the first 10 characters, and has a length 15. - The next part comprises of the last 3 characters, and has a length 8.    Constraints:  1 <= message.length <= 104 message consists only of lowercase English letters and ' '. 1 <= limit <= 104", Hard
2469,"You are given a non-negative floating point number rounded to two decimal places celsius, that denotes the temperature in Celsius.  You should convert Celsius into Kelvin and Fahrenheit and return it as an array ans = [kelvin, fahrenheit].  Return the array ans. Answers within 10-5 of the actual answer will be accepted.  Note that:  Kelvin = Celsius + 273.15 Fahrenheit = Celsius * 1.80 + 32.00    Example 1:  Input: celsius = 36.50 Output: [309.65000,97.70000] Explanation: Temperature at 36.50 Celsius converted in Kelvin is 309.65 and converted in Fahrenheit is 97.70. Example 2:  Input: celsius = 122.11 Output: [395.26000,251.79800] Explanation: Temperature at 122.11 Celsius converted in Kelvin is 395.26 and converted in Fahrenheit is 251.798.    Constraints:  0 <= celsius <= 1000", Easy
2470,"Given an integer array nums and an integer k, return the number of subarrays of nums where the least common multiple of the subarray's elements is k.  A subarray is a contiguous non-empty sequence of elements within an array.  The least common multiple of an array is the smallest positive integer that is divisible by all the array elements.     Example 1:  Input: nums = [3,6,2,7,1], k = 6 Output: 4 Explanation: The subarrays of nums where 6 is the least common multiple of all the subarray's elements are: - [3,6,2,7,1] - [3,6,2,7,1] - [3,6,2,7,1] - [3,6,2,7,1] Example 2:  Input: nums = [3], k = 2 Output: 0 Explanation: There are no subarrays of nums where 2 is the least common multiple of all the subarray's elements.    Constraints:  1 <= nums.length <= 1000 1 <= nums[i], k <= 1000", Medium
2471,"You are given the root of a binary tree with unique values.  In one operation, you can choose any two nodes at the same level and swap their values.  Return the minimum number of operations needed to make the values at each level sorted in a strictly increasing order.  The level of a node is the number of edges along the path between it and the root node.     Example 1:   Input: root = [1,4,3,7,6,8,5,null,null,null,null,9,null,10] Output: 3 Explanation: - Swap 4 and 3. The 2nd level becomes [3,4]. - Swap 7 and 5. The 3rd level becomes [5,6,8,7]. - Swap 8 and 7. The 3rd level becomes [5,6,7,8]. We used 3 operations so return 3. It can be proven that 3 is the minimum number of operations needed. Example 2:   Input: root = [1,3,2,7,6,5,4] Output: 3 Explanation: - Swap 3 and 2. The 2nd level becomes [2,3]. - Swap 7 and 4. The 3rd level becomes [4,6,5,7]. - Swap 6 and 5. The 3rd level becomes [4,5,6,7]. We used 3 operations so return 3. It can be proven that 3 is the minimum number of operations needed. Example 3:   Input: root = [1,2,3,4,5,6] Output: 0 Explanation: Each level is already sorted in increasing order so return 0.    Constraints:  The number of nodes in the tree is in the range [1, 105]. 1 <= Node.val <= 105 All the values of the tree are unique.", Medium
2472,"You are given a string s and a positive integer k.  Select a set of non-overlapping substrings from the string s that satisfy the following conditions:  The length of each substring is at least k. Each substring is a palindrome. Return the maximum number of substrings in an optimal selection.  A substring is a contiguous sequence of characters within a string.     Example 1:  Input: s = ""abaccdbbd"", k = 3 Output: 2 Explanation: We can select the substrings underlined in s = ""abaccdbbd"". Both ""aba"" and ""dbbd"" are palindromes and have a length of at least k = 3. It can be shown that we cannot find a selection with more than two valid substrings. Example 2:  Input: s = ""adbcda"", k = 2 Output: 0 Explanation: There is no palindrome substring of length at least 2 in the string.    Constraints:  1 <= k <= s.length <= 2000 s consists of lowercase English letters.", Hard
2475,"You are given a 0-indexed array of positive integers nums. Find the number of triplets (i, j, k) that meet the following conditions:  0 <= i < j < k < nums.length nums[i], nums[j], and nums[k] are pairwise distinct. In other words, nums[i] != nums[j], nums[i] != nums[k], and nums[j] != nums[k]. Return the number of triplets that meet the conditions.     Example 1:  Input: nums = [4,4,2,4,3] Output: 3 Explanation: The following triplets meet the conditions: - (0, 2, 4) because 4 != 2 != 3 - (1, 2, 4) because 4 != 2 != 3 - (2, 3, 4) because 2 != 4 != 3 Since there are 3 triplets, we return 3. Note that (2, 0, 4) is not a valid triplet because 2 > 0. Example 2:  Input: nums = [1,1,1,1,1] Output: 0 Explanation: No triplets meet the conditions so we return 0.    Constraints:  3 <= nums.length <= 100 1 <= nums[i] <= 1000", Easy
2476,"You are given the root of a binary search tree and an array queries of size n consisting of positive integers.  Find a 2D array answer of size n where answer[i] = [mini, maxi]:  mini is the largest value in the tree that is smaller than or equal to queries[i]. If a such value does not exist, add -1 instead. maxi is the smallest value in the tree that is greater than or equal to queries[i]. If a such value does not exist, add -1 instead. Return the array answer.     Example 1:   Input: root = [6,2,13,1,4,9,15,null,null,null,null,null,null,14], queries = [2,5,16] Output: [[2,2],[4,6],[15,-1]] Explanation: We answer the queries in the following way: - The largest number that is smaller or equal than 2 in the tree is 2, and the smallest number that is greater or equal than 2 is still 2. So the answer for the first query is [2,2]. - The largest number that is smaller or equal than 5 in the tree is 4, and the smallest number that is greater or equal than 5 is 6. So the answer for the second query is [4,6]. - The largest number that is smaller or equal than 16 in the tree is 15, and the smallest number that is greater or equal than 16 does not exist. So the answer for the third query is [15,-1]. Example 2:   Input: root = [4,null,9], queries = [3] Output: [[-1,4]] Explanation: The largest number that is smaller or equal to 3 in the tree does not exist, and the smallest number that is greater or equal to 3 is 4. So the answer for the query is [-1,4].    Constraints:  The number of nodes in the tree is in the range [2, 105]. 1 <= Node.val <= 106 n == queries.length 1 <= n <= 105 1 <= queries[i] <= 106", Medium
2477,"There is a tree (i.e., a connected, undirected graph with no cycles) structure country network consisting of n cities numbered from 0 to n - 1 and exactly n - 1 roads. The capital city is city 0. You are given a 2D integer array roads where roads[i] = [ai, bi] denotes that there exists a bidirectional road connecting cities ai and bi.  There is a meeting for the representatives of each city. The meeting is in the capital city.  There is a car in each city. You are given an integer seats that indicates the number of seats in each car.  A representative can use the car in their city to travel or change the car and ride with another representative. The cost of traveling between two cities is one liter of fuel.  Return the minimum number of liters of fuel to reach the capital city.     Example 1:   Input: roads = [[0,1],[0,2],[0,3]], seats = 5 Output: 3 Explanation:  - Representative1 goes directly to the capital with 1 liter of fuel. - Representative2 goes directly to the capital with 1 liter of fuel. - Representative3 goes directly to the capital with 1 liter of fuel. It costs 3 liters of fuel at minimum.  It can be proven that 3 is the minimum number of liters of fuel needed. Example 2:   Input: roads = [[3,1],[3,2],[1,0],[0,4],[0,5],[4,6]], seats = 2 Output: 7 Explanation:  - Representative2 goes directly to city 3 with 1 liter of fuel. - Representative2 and representative3 go together to city 1 with 1 liter of fuel. - Representative2 and representative3 go together to the capital with 1 liter of fuel. - Representative1 goes directly to the capital with 1 liter of fuel. - Representative5 goes directly to the capital with 1 liter of fuel. - Representative6 goes directly to city 4 with 1 liter of fuel. - Representative4 and representative6 go together to the capital with 1 liter of fuel. It costs 7 liters of fuel at minimum.  It can be proven that 7 is the minimum number of liters of fuel needed. Example 3:   Input: roads = [], seats = 1 Output: 0 Explanation: No representatives need to travel to the capital city.    Constraints:  1 <= n <= 105 roads.length == n - 1 roads[i].length == 2 0 <= ai, bi < n ai != bi roads represents a valid tree. 1 <= seats <= 105", Medium
2478,"You are given a string s that consists of the digits '1' to '9' and two integers k and minLength.  A partition of s is called beautiful if:  s is partitioned into k non-intersecting substrings. Each substring has a length of at least minLength. Each substring starts with a prime digit and ends with a non-prime digit. Prime digits are '2', '3', '5', and '7', and the rest of the digits are non-prime. Return the number of beautiful partitions of s. Since the answer may be very large, return it modulo 109 + 7.  A substring is a contiguous sequence of characters within a string.     Example 1:  Input: s = ""23542185131"", k = 3, minLength = 2 Output: 3 Explanation: There exists three ways to create a beautiful partition: ""2354 | 218 | 5131"" ""2354 | 21851 | 31"" ""2354218 | 51 | 31"" Example 2:  Input: s = ""23542185131"", k = 3, minLength = 3 Output: 1 Explanation: There exists one way to create a beautiful partition: ""2354 | 218 | 5131"". Example 3:  Input: s = ""3312958"", k = 3, minLength = 1 Output: 1 Explanation: There exists one way to create a beautiful partition: ""331 | 29 | 58"".    Constraints:  1 <= k, minLength <= s.length <= 1000 s consists of the digits '1' to '9'.", Hard
2481,"A valid cut in a circle can be:  A cut that is represented by a straight line that touches two points on the edge of the circle and passes through its center, or A cut that is represented by a straight line that touches one point on the edge of the circle and its center. Some valid and invalid cuts are shown in the figures below.   Given the integer n, return the minimum number of cuts needed to divide a circle into n equal slices.     Example 1:   Input: n = 4 Output: 2 Explanation:  The above figure shows how cutting the circle twice through the middle divides it into 4 equal slices. Example 2:   Input: n = 3 Output: 3 Explanation: At least 3 cuts are needed to divide the circle into 3 equal slices.  It can be shown that less than 3 cuts cannot result in 3 slices of equal size and shape. Also note that the first cut will not divide the circle into distinct parts.    Constraints:  1 <= n <= 100", Easy
2482,"You are given a 0-indexed m x n binary matrix grid.  A 0-indexed m x n difference matrix diff is created with the following procedure:  Let the number of ones in the ith row be onesRowi. Let the number of ones in the jth column be onesColj. Let the number of zeros in the ith row be zerosRowi. Let the number of zeros in the jth column be zerosColj. diff[i][j] = onesRowi + onesColj - zerosRowi - zerosColj Return the difference matrix diff.     Example 1:   Input: grid = [[0,1,1],[1,0,1],[0,0,1]] Output: [[0,0,4],[0,0,4],[-2,-2,2]] Explanation: - diff[0][0] = onesRow0 + onesCol0 - zerosRow0 - zerosCol0 = 2 + 1 - 1 - 2 = 0  - diff[0][1] = onesRow0 + onesCol1 - zerosRow0 - zerosCol1 = 2 + 1 - 1 - 2 = 0  - diff[0][2] = onesRow0 + onesCol2 - zerosRow0 - zerosCol2 = 2 + 3 - 1 - 0 = 4  - diff[1][0] = onesRow1 + onesCol0 - zerosRow1 - zerosCol0 = 2 + 1 - 1 - 2 = 0  - diff[1][1] = onesRow1 + onesCol1 - zerosRow1 - zerosCol1 = 2 + 1 - 1 - 2 = 0  - diff[1][2] = onesRow1 + onesCol2 - zerosRow1 - zerosCol2 = 2 + 3 - 1 - 0 = 4  - diff[2][0] = onesRow2 + onesCol0 - zerosRow2 - zerosCol0 = 1 + 1 - 2 - 2 = -2 - diff[2][1] = onesRow2 + onesCol1 - zerosRow2 - zerosCol1 = 1 + 1 - 2 - 2 = -2 - diff[2][2] = onesRow2 + onesCol2 - zerosRow2 - zerosCol2 = 1 + 3 - 2 - 0 = 2 Example 2:   Input: grid = [[1,1,1],[1,1,1]] Output: [[5,5,5],[5,5,5]] Explanation: - diff[0][0] = onesRow0 + onesCol0 - zerosRow0 - zerosCol0 = 3 + 2 - 0 - 0 = 5 - diff[0][1] = onesRow0 + onesCol1 - zerosRow0 - zerosCol1 = 3 + 2 - 0 - 0 = 5 - diff[0][2] = onesRow0 + onesCol2 - zerosRow0 - zerosCol2 = 3 + 2 - 0 - 0 = 5 - diff[1][0] = onesRow1 + onesCol0 - zerosRow1 - zerosCol0 = 3 + 2 - 0 - 0 = 5 - diff[1][1] = onesRow1 + onesCol1 - zerosRow1 - zerosCol1 = 3 + 2 - 0 - 0 = 5 - diff[1][2] = onesRow1 + onesCol2 - zerosRow1 - zerosCol2 = 3 + 2 - 0 - 0 = 5    Constraints:  m == grid.length n == grid[i].length 1 <= m, n <= 105 1 <= m * n <= 105 grid[i][j] is either 0 or 1.", Medium
2483,"You are given the customer visit log of a shop represented by a 0-indexed string customers consisting only of characters 'N' and 'Y':  if the ith character is 'Y', it means that customers come at the ith hour whereas 'N' indicates that no customers come at the ith hour. If the shop closes at the jth hour (0 <= j <= n), the penalty is calculated as follows:  For every hour when the shop is open and no customers come, the penalty increases by 1. For every hour when the shop is closed and customers come, the penalty increases by 1. Return the earliest hour at which the shop must be closed to incur a minimum penalty.  Note that if a shop closes at the jth hour, it means the shop is closed at the hour j.     Example 1:  Input: customers = ""YYNY"" Output: 2 Explanation:  - Closing the shop at the 0th hour incurs in 1+1+0+1 = 3 penalty. - Closing the shop at the 1st hour incurs in 0+1+0+1 = 2 penalty. - Closing the shop at the 2nd hour incurs in 0+0+0+1 = 1 penalty. - Closing the shop at the 3rd hour incurs in 0+0+1+1 = 2 penalty. - Closing the shop at the 4th hour incurs in 0+0+1+0 = 1 penalty. Closing the shop at 2nd or 4th hour gives a minimum penalty. Since 2 is earlier, the optimal closing time is 2. Example 2:  Input: customers = ""NNNNN"" Output: 0 Explanation: It is best to close the shop at the 0th hour as no customers arrive. Example 3:  Input: customers = ""YYYY"" Output: 4 Explanation: It is best to close the shop at the 4th hour as customers arrive at each hour.    Constraints:  1 <= customers.length <= 105 customers consists only of characters 'Y' and 'N'.", Medium
2484,"Given a string of digits s, return the number of palindromic subsequences of s having length 5. Since the answer may be very large, return it modulo 109 + 7.  Note:  A string is palindromic if it reads the same forward and backward. A subsequence is a string that can be derived from another string by deleting some or no characters without changing the order of the remaining characters.    Example 1:  Input: s = ""103301"" Output: 2 Explanation:  There are 6 possible subsequences of length 5: ""10330"",""10331"",""10301"",""10301"",""13301"",""03301"".  Two of them (both equal to ""10301"") are palindromic. Example 2:  Input: s = ""0000000"" Output: 21 Explanation: All 21 subsequences are ""00000"", which is palindromic. Example 3:  Input: s = ""9999900000"" Output: 2 Explanation: The only two palindromic subsequences are ""99999"" and ""00000"".    Constraints:  1 <= s.length <= 104 s consists of digits.", Hard
2485,"Given a positive integer n, find the pivot integer x such that:  The sum of all elements between 1 and x inclusively equals the sum of all elements between x and n inclusively. Return the pivot integer x. If no such integer exists, return -1. It is guaranteed that there will be at most one pivot index for the given input.     Example 1:  Input: n = 8 Output: 6 Explanation: 6 is the pivot integer since: 1 + 2 + 3 + 4 + 5 + 6 = 6 + 7 + 8 = 21. Example 2:  Input: n = 1 Output: 1 Explanation: 1 is the pivot integer since: 1 = 1. Example 3:  Input: n = 4 Output: -1 Explanation: It can be proved that no such integer exist.    Constraints:  1 <= n <= 1000", Easy
2486,"You are given two strings s and t consisting of only lowercase English letters.  Return the minimum number of characters that need to be appended to the end of s so that t becomes a subsequence of s.  A subsequence is a string that can be derived from another string by deleting some or no characters without changing the order of the remaining characters.     Example 1:  Input: s = ""coaching"", t = ""coding"" Output: 4 Explanation: Append the characters ""ding"" to the end of s so that s = ""coachingding"". Now, t is a subsequence of s (""coachingding""). It can be shown that appending any 3 characters to the end of s will never make t a subsequence. Example 2:  Input: s = ""abcde"", t = ""a"" Output: 0 Explanation: t is already a subsequence of s (""abcde""). Example 3:  Input: s = ""z"", t = ""abcde"" Output: 5 Explanation: Append the characters ""abcde"" to the end of s so that s = ""zabcde"". Now, t is a subsequence of s (""zabcde""). It can be shown that appending any 4 characters to the end of s will never make t a subsequence.    Constraints:  1 <= s.length, t.length <= 105 s and t consist only of lowercase English letters.", Medium
2487,"You are given the head of a linked list.  Remove every node which has a node with a strictly greater value anywhere to the right side of it.  Return the head of the modified linked list.     Example 1:   Input: head = [5,2,13,3,8] Output: [13,8] Explanation: The nodes that should be removed are 5, 2 and 3. - Node 13 is to the right of node 5. - Node 13 is to the right of node 2. - Node 8 is to the right of node 3. Example 2:  Input: head = [1,1,1,1] Output: [1,1,1,1] Explanation: Every node has value 1, so no nodes are removed.    Constraints:  The number of the nodes in the given list is in the range [1, 105]. 1 <= Node.val <= 105", Medium
2488,"You are given an array nums of size n consisting of distinct integers from 1 to n and a positive integer k.  Return the number of non-empty subarrays in nums that have a median equal to k.  Note:  The median of an array is the middle element after sorting the array in ascending order. If the array is of even length, the median is the left middle element. For example, the median of [2,3,1,4] is 2, and the median of [8,4,3,5,1] is 4. A subarray is a contiguous part of an array.    Example 1:  Input: nums = [3,2,1,4,5], k = 4 Output: 3 Explanation: The subarrays that have a median equal to 4 are: [4], [4,5] and [1,4,5]. Example 2:  Input: nums = [2,3,1], k = 3 Output: 1 Explanation: [3] is the only subarray that has a median equal to 3.    Constraints:  n == nums.length 1 <= n <= 105 1 <= nums[i], k <= n The integers in nums are distinct.", Hard
2490,"A sentence is a list of words that are separated by a single space with no leading or trailing spaces.  For example, ""Hello World"", ""HELLO"", ""hello world hello world"" are all sentences. Words consist of only uppercase and lowercase English letters. Uppercase and lowercase English letters are considered different.  A sentence is circular if:  The last character of a word is equal to the first character of the next word. The last character of the last word is equal to the first character of the first word. For example, ""leetcode exercises sound delightful"", ""eetcode"", ""leetcode eats soul"" are all circular sentences. However, ""Leetcode is cool"", ""happy Leetcode"", ""Leetcode"" and ""I like Leetcode"" are not circular sentences.  Given a string sentence, return true if it is circular. Otherwise, return false.     Example 1:  Input: sentence = ""leetcode exercises sound delightful"" Output: true Explanation: The words in sentence are [""leetcode"", ""exercises"", ""sound"", ""delightful""]. - leetcode's last character is equal to exercises's first character. - exercises's last character is equal to sound's first character. - sound's last character is equal to delightful's first character. - delightful's last character is equal to leetcode's first character. The sentence is circular. Example 2:  Input: sentence = ""eetcode"" Output: true Explanation: The words in sentence are [""eetcode""]. - eetcode's last character is equal to eetcode's first character. The sentence is circular. Example 3:  Input: sentence = ""Leetcode is cool"" Output: false Explanation: The words in sentence are [""Leetcode"", ""is"", ""cool""]. - Leetcode's last character is not equal to is's first character. The sentence is not circular.    Constraints:  1 <= sentence.length <= 500 sentence consist of only lowercase and uppercase English letters and spaces. The words in sentence are separated by a single space. There are no leading or trailing spaces.", Easy
2491,"You are given a positive integer array skill of even length n where skill[i] denotes the skill of the ith player. Divide the players into n / 2 teams of size 2 such that the total skill of each team is equal.  The chemistry of a team is equal to the product of the skills of the players on that team.  Return the sum of the chemistry of all the teams, or return -1 if there is no way to divide the players into teams such that the total skill of each team is equal.     Example 1:  Input: skill = [3,2,5,1,3,4] Output: 22 Explanation:  Divide the players into the following teams: (1, 5), (2, 4), (3, 3), where each team has a total skill of 6. The sum of the chemistry of all the teams is: 1 * 5 + 2 * 4 + 3 * 3 = 5 + 8 + 9 = 22. Example 2:  Input: skill = [3,4] Output: 12 Explanation:  The two players form a team with a total skill of 7. The chemistry of the team is 3 * 4 = 12. Example 3:  Input: skill = [1,1,2,3] Output: -1 Explanation:  There is no way to divide the players into teams such that the total skill of each team is equal.    Constraints:  2 <= skill.length <= 105 skill.length is even. 1 <= skill[i] <= 1000", Medium
2492,"You are given a positive integer n representing n cities numbered from 1 to n. You are also given a 2D array roads where roads[i] = [ai, bi, distancei] indicates that there is a bidirectional road between cities ai and bi with a distance equal to distancei. The cities graph is not necessarily connected.  The score of a path between two cities is defined as the minimum distance of a road in this path.  Return the minimum possible score of a path between cities 1 and n.  Note:  A path is a sequence of roads between two cities. It is allowed for a path to contain the same road multiple times, and you can visit cities 1 and n multiple times along the path. The test cases are generated such that there is at least one path between 1 and n.    Example 1:   Input: n = 4, roads = [[1,2,9],[2,3,6],[2,4,5],[1,4,7]] Output: 5 Explanation: The path from city 1 to 4 with the minimum score is: 1 -> 2 -> 4. The score of this path is min(9,5) = 5. It can be shown that no other path has less score. Example 2:   Input: n = 4, roads = [[1,2,2],[1,3,4],[3,4,7]] Output: 2 Explanation: The path from city 1 to 4 with the minimum score is: 1 -> 2 -> 1 -> 3 -> 4. The score of this path is min(2,2,4,7) = 2.    Constraints:  2 <= n <= 105 1 <= roads.length <= 105 roads[i].length == 3 1 <= ai, bi <= n ai != bi 1 <= distancei <= 104 There are no repeated edges. There is at least one path between 1 and n.", Medium
2493,"You are given a positive integer n representing the number of nodes in an undirected graph. The nodes are labeled from 1 to n.  You are also given a 2D integer array edges, where edges[i] = [ai, bi] indicates that there is a bidirectional edge between nodes ai and bi. Notice that the given graph may be disconnected.  Divide the nodes of the graph into m groups (1-indexed) such that:  Each node in the graph belongs to exactly one group. For every pair of nodes in the graph that are connected by an edge [ai, bi], if ai belongs to the group with index x, and bi belongs to the group with index y, then |y - x| = 1. Return the maximum number of groups (i.e., maximum m) into which you can divide the nodes. Return -1 if it is impossible to group the nodes with the given conditions.     Example 1:   Input: n = 6, edges = [[1,2],[1,4],[1,5],[2,6],[2,3],[4,6]] Output: 4 Explanation: As shown in the image we: - Add node 5 to the first group. - Add node 1 to the second group. - Add nodes 2 and 4 to the third group. - Add nodes 3 and 6 to the fourth group. We can see that every edge is satisfied. It can be shown that that if we create a fifth group and move any node from the third or fourth group to it, at least on of the edges will not be satisfied. Example 2:  Input: n = 3, edges = [[1,2],[2,3],[3,1]] Output: -1 Explanation: If we add node 1 to the first group, node 2 to the second group, and node 3 to the third group to satisfy the first two edges, we can see that the third edge will not be satisfied. It can be shown that no grouping is possible.    Constraints:  1 <= n <= 500 1 <= edges.length <= 104 edges[i].length == 2 1 <= ai, bi <= n ai != bi There is at most one edge between any pair of vertices.", Hard
